City_ID,City,Country,Max Temp,Current Weather,Lat,Lng,Hotel Name
650,Bud,US,83.75,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
651,Beaverlodge,CA,79.95,clear sky,55.2166,-119.4361,Side Trax Inn
653,Arona,ES,74.12,clear sky,28.0996,-16.681,Paradise Court
654,Asau,RO,72.52,scattered clouds,46.4333,26.4,Casa Mika Ciobanus
655,Beitbridge,ZW,70.66,clear sky,-22.2167,30.0,Beitbridge Express Hotel
660,Padang,ID,77.27,scattered clouds,-0.9492,100.3543,Mercure Padang
664,Gijon,ES,71.83,few clouds,43.5357,-5.6615,Hotel Norte
667,Kyabe,TD,73.35,overcast clouds,9.4515,18.9449,
669,Kieta,PG,78.08,broken clouds,-6.2167,155.6333,Uruna Bay Retreat
670,Woodstock,CA,79.02,overcast clouds,43.1334,-80.7497,"Holiday Inn Express & Suites Woodstock South, an IHG Hotel"
671,Changji,CN,83.19,clear sky,44.0167,87.3167,Lvye Holiday Resort
672,Zhelyabovka,UA,72.52,clear sky,45.3988,34.7578,
674,Agadir,MA,86.45,clear sky,30.4202,-9.5982,Iberostar Founty Beach
676,Trieste,IT,85.86,overcast clouds,45.6486,13.78,Hotel NH Trieste
677,Montrose,US,74.61,overcast clouds,38.4166,-108.2673,
678,Makaha,US,82.31,few clouds,21.4694,-158.2175,Hawaiian Princess Resort
679,Oistins,BB,87.89,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
680,Nhulunbuy,AU,72.21,clear sky,-12.2333,136.7667,East Arnhem Real Estate
